order_date,order_id,customer_id,customer,segment,channel,product_id,product,category,quantity,unit_price,discount_pct,line_total,returned
2025-09-09,1015,292,Cole Marsh,Champion,Direct,20,Towel Set,Home,3,19.75,0,59.25,0
2025-09-09,1016,331,Tessa Brooks,Regular,Paid Search,20,Towel Set,Home,1,19.75,10,17.78,0
2025-09-09,1017,393,Nora Ibarra,New,Organic,10,USB-C Cable,Electronics,3,117.18,0,351.54,0
2025-09-09,1017,393,Nora Ibarra,New,Organic,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-09,1017,393,Nora Ibarra,New,Organic,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-09-09,1017,393,Nora Ibarra,New,Organic,9,Wireless Earbuds,Electronics,1,94.29,0,94.29,0
2025-09-09,1018,398,Harper Larsen,Loyal,Paid Search,30,Water Bottle,Sports,1,46.55,5,44.22,0
2025-09-09,1019,516,Maya Cohen,Loyal,Email,20,Towel Set,Home,1,19.75,10,17.78,0
2025-09-09,1019,516,Maya Cohen,Loyal,Email,32,Foam Roller,Sports,1,65.98,10,59.38,1
2025-09-09,1020,578,Nora Marsh,Champion,Social,5,Socks 3-Pack,Apparel,1,65.81,0,65.81,0
2025-09-09,1021,606,Ivy Novak,At-Risk,Organic,28,SPF 50 Lotion,Beauty,1,34.44,0,34.44,0
2025-09-09,1022,656,Priya Tan,Regular,Social,34,Running Belt,Sports,1,29.4,0,29.4,0
2025-09-09,1022,656,Priya Tan,Regular,Social,15,Smart Plug,Electronics,1,110.18,0,110.18,0
2025-09-09,1023,709,Ezra Mendez,Loyal,Referral,20,Towel Set,Home,1,19.75,10,17.78,0
2025-09-09,1024,716,Iris Reyes,Champion,Email,14,Power Bank,Electronics,1,64.37,0,64.37,0
2025-09-09,1025,748,Maya Reid,Loyal,Email,40,Art Kit,Toys,2,53.64,5,101.92,0
2025-09-09,1025,748,Maya Reid,Loyal,Email,30,Water Bottle,Sports,1,46.55,10,41.9,0
2025-09-09,1026,858,Morgan Marsh,Loyal,Referral,13,Webcam,Electronics,1,64,0,64,0
2025-09-09,1026,858,Morgan Marsh,Loyal,Referral,26,Shampoo Bar,Beauty,1,33.06,5,31.41,0
2025-09-09,1026,858,Morgan Marsh,Loyal,Referral,10,USB-C Cable,Electronics,1,117.18,10,105.46,0
2025-09-09,1026,858,Morgan Marsh,Loyal,Referral,30,Water Bottle,Sports,1,46.55,10,41.9,0
2025-09-09,1027,919,Quinn Ibarra,Regular,Referral,27,Hand Cream,Beauty,1,18.43,0,18.43,0
2025-09-09,1028,987,Jordan Sullivan,Champion,Paid Search,32,Foam Roller,Sports,1,65.98,0,65.98,0
2025-09-09,1028,987,Jordan Sullivan,Champion,Paid Search,32,Foam Roller,Sports,1,65.98,0,65.98,0
2025-09-09,1028,987,Jordan Sullivan,Champion,Paid Search,15,Smart Plug,Electronics,2,110.18,0,220.36,1
2025-09-09,1028,987,Jordan Sullivan,Champion,Paid Search,18,LED Lamp,Home,3,50.85,0,152.55,0
2025-09-09,1029,998,Lila Yamada,Champion,Email,10,USB-C Cable,Electronics,1,117.18,15,99.6,0
2025-09-10,1030,26,Maya Reid,Regular,Paid Search,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-09-10,1031,60,Quinn Ibarra,Regular,Direct,11,Phone Case,Electronics,1,22.01,0,22.01,0
2025-09-10,1032,66,Devon Reyes,Champion,Organic,30,Water Bottle,Sports,2,46.55,5,88.45,0
2025-09-10,1033,71,Wren Mendez,New,Organic,12,Bluetooth Speaker,Electronics,3,98.02,25,220.55,0
2025-09-10,1033,71,Wren Mendez,New,Organic,35,Building Blocks,Toys,1,32.84,10,29.56,0
2025-09-10,1034,144,Nora Ibarra,New,Referral,9,Wireless Earbuds,Electronics,3,94.29,0,282.87,0
2025-09-10,1034,144,Nora Ibarra,New,Referral,22,Scented Candle,Home,2,18.98,0,37.96,0
2025-09-10,1034,144,Nora Ibarra,New,Referral,11,Phone Case,Electronics,1,22.01,0,22.01,0
2025-09-10,1035,145,Iris Yamada,Loyal,Direct,38,Board Game,Toys,1,37.99,0,37.99,0
2025-09-10,1036,151,Harper Patel,Loyal,Social,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-09-10,1036,151,Harper Patel,Loyal,Social,3,Denim Jacket,Apparel,1,65.95,10,59.36,0
2025-09-10,1037,193,Nora Cohen,Loyal,Paid Search,34,Running Belt,Sports,3,29.4,0,88.2,0
2025-09-10,1037,193,Nora Cohen,Loyal,Paid Search,33,Jump Rope,Sports,2,33.41,0,66.82,0
2025-09-10,1037,193,Nora Cohen,Loyal,Paid Search,21,Storage Bin,Home,1,28.6,10,25.74,0
2025-09-10,1038,218,Taylor Patel,Champion,Paid Search,14,Power Bank,Electronics,3,64.37,0,193.11,0
2025-09-10,1039,268,Cole Yamada,Loyal,Direct,19,Cutting Board,Home,1,53.71,15,45.65,0
2025-09-10,1039,268,Cole Yamada,Loyal,Direct,30,Water Bottle,Sports,2,46.55,25,69.82,0
2025-09-10,1040,284,Sasha Okafor,Regular,Social,12,Bluetooth Speaker,Electronics,1,98.02,20,78.42,0
2025-09-10,1040,284,Sasha Okafor,Regular,Social,35,Building Blocks,Toys,1,32.84,25,24.63,0
2025-09-10,1041,338,Ivy Patel,Regular,Email,23,Vitamin C Serum,Beauty,1,32.33,0,32.33,0
2025-09-10,1042,385,Hugo Patel,Loyal,Paid Search,39,RC Car,Toys,1,33.63,0,33.63,0
2025-09-10,1043,402,Owen Fischer,New,Direct,13,Webcam,Electronics,1,64,0,64,1
2025-09-10,1044,431,Mateo Ibarra,Loyal,Referral,37,Plush Bear,Toys,1,15.95,5,15.15,0
2025-09-10,1044,431,Mateo Ibarra,Loyal,Referral,27,Hand Cream,Beauty,1,18.43,10,16.59,0
2025-09-10,1045,455,Casey Ahmed,Loyal,Email,36,Puzzle 500pc,Toys,1,44.86,25,33.64,0
2025-09-10,1045,455,Casey Ahmed,Loyal,Email,27,Hand Cream,Beauty,2,18.43,10,33.17,0
2025-09-10,1046,468,Reese Flynn,Regular,Social,3,Denim Jacket,Apparel,2,65.95,0,131.9,0
2025-09-10,1046,468,Reese Flynn,Regular,Social,18,LED Lamp,Home,1,50.85,0,50.85,0
2025-09-10,1046,468,Reese Flynn,Regular,Social,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-10,1046,468,Reese Flynn,Regular,Social,8,Chino Pants,Apparel,3,64.72,0,194.16,0
2025-09-10,1047,471,Ivy Fischer,Champion,Email,22,Scented Candle,Home,1,18.98,0,18.98,0
2025-09-10,1047,471,Ivy Fischer,Champion,Email,14,Power Bank,Electronics,1,64.37,5,61.15,0
2025-09-10,1047,471,Ivy Fischer,Champion,Email,33,Jump Rope,Sports,1,33.41,0,33.41,0
2025-09-10,1048,491,Kai Okafor,Regular,Direct,9,Wireless Earbuds,Electronics,3,94.29,0,282.87,0
2025-09-10,1049,554,Noel Cohen,Champion,Paid Search,38,Board Game,Toys,1,37.99,0,37.99,0
2025-09-10,1049,554,Noel Cohen,Champion,Paid Search,34,Running Belt,Sports,2,29.4,0,58.8,0
2025-09-10,1050,582,Taylor Park,Regular,Direct,36,Puzzle 500pc,Toys,1,44.86,0,44.86,0
2025-09-10,1051,657,Maya Osei,Loyal,Direct,38,Board Game,Toys,1,37.99,25,28.49,0
2025-09-10,1052,667,Maya Petrov,Champion,Paid Search,16,Throw Pillow,Home,1,19.11,10,17.2,0
2025-09-10,1052,667,Maya Petrov,Champion,Paid Search,33,Jump Rope,Sports,2,33.41,10,60.14,0
2025-09-10,1052,667,Maya Petrov,Champion,Paid Search,38,Board Game,Toys,1,37.99,10,34.19,0
2025-09-10,1052,667,Maya Petrov,Champion,Paid Search,23,Vitamin C Serum,Beauty,1,32.33,25,24.25,0
2025-09-10,1053,678,Mateo Cohen,Champion,Social,32,Foam Roller,Sports,1,65.98,15,56.08,0
2025-09-10,1053,678,Mateo Cohen,Champion,Social,33,Jump Rope,Sports,1,33.41,20,26.73,0
2025-09-10,1054,680,Maya Walsh,Regular,Social,12,Bluetooth Speaker,Electronics,1,98.02,0,98.02,0
2025-09-10,1054,680,Maya Walsh,Regular,Social,31,Resistance Bands,Sports,1,65.69,0,65.69,0
2025-09-10,1055,696,Riley Tan,Champion,Referral,35,Building Blocks,Toys,3,32.84,10,88.67,0
2025-09-10,1055,696,Riley Tan,Champion,Referral,37,Plush Bear,Toys,1,15.95,0,15.95,0
2025-09-10,1056,748,Maya Reid,Loyal,Email,28,SPF 50 Lotion,Beauty,1,34.44,0,34.44,0
2025-09-10,1057,762,Leo Flynn,Regular,Referral,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-09-10,1058,773,Ivy Yamada,Loyal,Email,10,USB-C Cable,Electronics,1,117.18,25,87.89,0
2025-09-10,1059,866,Leo Carter,Loyal,Organic,12,Bluetooth Speaker,Electronics,1,98.02,0,98.02,1
2025-09-10,1060,897,Wren Khan,Loyal,Paid Search,28,SPF 50 Lotion,Beauty,1,34.44,5,32.72,0
2025-09-10,1060,897,Wren Khan,Loyal,Paid Search,34,Running Belt,Sports,1,29.4,0,29.4,0
2025-09-10,1061,975,Jordan Park,Loyal,Paid Search,34,Running Belt,Sports,1,29.4,0,29.4,0
2025-09-11,1062,72,Kai Petrov,Regular,Social,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-11,1063,75,Jamie Ibarra,Loyal,Email,5,Socks 3-Pack,Apparel,1,65.81,5,62.52,0
2025-09-11,1063,75,Jamie Ibarra,Loyal,Email,40,Art Kit,Toys,1,53.64,0,53.64,0
2025-09-11,1063,75,Jamie Ibarra,Loyal,Email,11,Phone Case,Electronics,3,22.01,0,66.03,0
2025-09-11,1064,78,Cole Bauer,New,Direct,17,Ceramic Mug,Home,2,54.95,0,109.9,0
2025-09-11,1064,78,Cole Bauer,New,Direct,19,Cutting Board,Home,1,53.71,0,53.71,0
2025-09-11,1064,78,Cole Bauer,New,Direct,4,Joggers,Apparel,1,42.18,0,42.18,0
2025-09-11,1064,78,Cole Bauer,New,Direct,29,Yoga Mat,Sports,1,24.63,0,24.63,0
2025-09-11,1065,86,Priya Okafor,Champion,Email,32,Foam Roller,Sports,1,65.98,0,65.98,0
2025-09-11,1065,86,Priya Okafor,Champion,Email,4,Joggers,Apparel,1,42.18,0,42.18,0
2025-09-11,1065,86,Priya Okafor,Champion,Email,2,Hoodie,Apparel,1,19.91,0,19.91,0
2025-09-11,1065,86,Priya Okafor,Champion,Email,11,Phone Case,Electronics,1,22.01,5,20.91,0
2025-09-11,1066,124,Ezra Kowalski,Champion,Social,37,Plush Bear,Toys,1,15.95,10,14.36,0
2025-09-11,1067,161,Quinn Kowalski,At-Risk,Social,30,Water Bottle,Sports,1,46.55,20,37.24,0
2025-09-11,1067,161,Quinn Kowalski,At-Risk,Social,31,Resistance Bands,Sports,2,65.69,25,98.54,0
2025-09-11,1068,270,Casey Ahmed,Loyal,Direct,14,Power Bank,Electronics,1,64.37,10,57.93,0
2025-09-11,1068,270,Casey Ahmed,Loyal,Direct,37,Plush Bear,Toys,1,15.95,0,15.95,0
2025-09-11,1068,270,Casey Ahmed,Loyal,Direct,29,Yoga Mat,Sports,1,24.63,5,23.4,0
2025-09-11,1069,292,Cole Marsh,Champion,Direct,18,LED Lamp,Home,2,50.85,0,101.7,0
2025-09-11,1070,436,Ivy Flynn,Champion,Organic,25,Sheet Mask,Beauty,1,8.59,5,8.16,0
2025-09-11,1071,446,Priya Osei,Loyal,Referral,22,Scented Candle,Home,2,18.98,20,30.37,0
2025-09-11,1072,487,Avery Park,New,Social,16,Throw Pillow,Home,2,19.11,0,38.22,0
2025-09-11,1073,554,Noel Cohen,Champion,Paid Search,28,SPF 50 Lotion,Beauty,1,34.44,10,31,0
2025-09-11,1073,554,Noel Cohen,Champion,Paid Search,9,Wireless Earbuds,Electronics,1,94.29,15,80.15,0
2025-09-11,1074,578,Nora Marsh,Champion,Social,22,Scented Candle,Home,3,18.98,0,56.94,0
2025-09-11,1074,578,Nora Marsh,Champion,Social,36,Puzzle 500pc,Toys,1,44.86,0,44.86,0
2025-09-11,1075,601,Owen Carter,Loyal,Social,20,Towel Set,Home,1,19.75,15,16.79,0
2025-09-11,1075,601,Owen Carter,Loyal,Social,35,Building Blocks,Toys,1,32.84,15,27.91,0
2025-09-11,1076,627,Hugo Sullivan,Champion,Paid Search,36,Puzzle 500pc,Toys,2,44.86,0,89.72,0
2025-09-11,1077,640,Avery Romano,Champion,Organic,16,Throw Pillow,Home,1,19.11,0,19.11,0
2025-09-11,1077,640,Avery Romano,Champion,Organic,37,Plush Bear,Toys,1,15.95,0,15.95,0
2025-09-11,1078,644,Avery Osei,Loyal,Paid Search,37,Plush Bear,Toys,1,15.95,10,14.36,0
2025-09-11,1078,644,Avery Osei,Loyal,Paid Search,30,Water Bottle,Sports,1,46.55,5,44.22,0
2025-09-11,1079,647,Jordan Fischer,Loyal,Organic,27,Hand Cream,Beauty,1,18.43,10,16.59,0
2025-09-11,1079,647,Jordan Fischer,Loyal,Organic,7,Rain Shell,Apparel,1,23.29,5,22.13,0
2025-09-11,1079,647,Jordan Fischer,Loyal,Organic,39,RC Car,Toys,1,33.63,0,33.63,0
2025-09-11,1079,647,Jordan Fischer,Loyal,Organic,28,SPF 50 Lotion,Beauty,1,34.44,10,31,0
2025-09-11,1080,684,Cole Walsh,Regular,Social,3,Denim Jacket,Apparel,1,65.95,0,65.95,0
2025-09-11,1080,684,Cole Walsh,Regular,Social,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-09-11,1081,687,Kai Reid,Loyal,Referral,29,Yoga Mat,Sports,1,24.63,0,24.63,0
2025-09-11,1081,687,Kai Reid,Loyal,Referral,3,Denim Jacket,Apparel,1,65.95,0,65.95,0
2025-09-11,1082,735,Drew Brooks,Loyal,Social,36,Puzzle 500pc,Toys,1,44.86,0,44.86,1
2025-09-11,1083,781,Jordan Hassan,New,Direct,3,Denim Jacket,Apparel,1,65.95,0,65.95,0
2025-09-11,1084,799,Lila Brooks,Loyal,Referral,3,Denim Jacket,Apparel,1,65.95,0,65.95,0
2025-09-11,1084,799,Lila Brooks,Loyal,Referral,15,Smart Plug,Electronics,2,110.18,0,220.36,0
2025-09-11,1085,802,Ezra Brooks,New,Social,24,Lip Balm,Beauty,1,36.1,0,36.1,0
2025-09-11,1085,802,Ezra Brooks,New,Social,6,Beanie,Apparel,1,30.7,0,30.7,0
2025-09-11,1086,816,Hugo Sullivan,Loyal,Organic,29,Yoga Mat,Sports,1,24.63,10,22.17,0
2025-09-11,1086,816,Hugo Sullivan,Loyal,Organic,4,Joggers,Apparel,1,42.18,5,40.07,0
2025-09-11,1086,816,Hugo Sullivan,Loyal,Organic,14,Power Bank,Electronics,1,64.37,10,57.93,0
2025-09-11,1086,816,Hugo Sullivan,Loyal,Organic,16,Throw Pillow,Home,1,19.11,10,17.2,0
2025-09-11,1087,859,Mateo Mendez,Champion,Email,40,Art Kit,Toys,2,53.64,0,107.28,0
2025-09-11,1088,918,Owen Okafor,Loyal,Direct,7,Rain Shell,Apparel,1,23.29,5,22.13,0
2025-09-11,1088,918,Owen Okafor,Loyal,Direct,40,Art Kit,Toys,1,53.64,5,50.96,0
2025-09-11,1088,918,Owen Okafor,Loyal,Direct,13,Webcam,Electronics,3,64,5,182.4,0
2025-09-11,1089,926,Mateo Mendez,New,Direct,37,Plush Bear,Toys,2,15.95,0,31.9,0
2025-09-11,1090,945,Jamie Novak,Champion,Email,2,Hoodie,Apparel,2,19.91,25,29.87,0
2025-09-11,1091,963,Cole Tan,New,Paid Search,4,Joggers,Apparel,1,42.18,0,42.18,0
2025-09-11,1091,963,Cole Tan,New,Paid Search,2,Hoodie,Apparel,3,19.91,0,59.73,0
2025-09-11,1092,967,Morgan Fischer,Loyal,Organic,26,Shampoo Bar,Beauty,1,33.06,10,29.75,0
2025-09-11,1093,991,Reese Osei,Loyal,Referral,18,LED Lamp,Home,1,50.85,0,50.85,0
2025-09-11,1093,991,Reese Osei,Loyal,Referral,24,Lip Balm,Beauty,1,36.1,0,36.1,0
2025-09-11,1093,991,Reese Osei,Loyal,Referral,40,Art Kit,Toys,3,53.64,5,152.87,0
2025-09-11,1093,991,Reese Osei,Loyal,Referral,36,Puzzle 500pc,Toys,1,44.86,0,44.86,0
2025-09-12,1094,19,Rowan Osei,Regular,Organic,10,USB-C Cable,Electronics,1,117.18,20,93.74,0
2025-09-12,1095,20,Ezra Romano,Regular,Email,31,Resistance Bands,Sports,1,65.69,0,65.69,0
2025-09-12,1095,20,Ezra Romano,Regular,Email,18,LED Lamp,Home,1,50.85,0,50.85,0
2025-09-12,1095,20,Ezra Romano,Regular,Email,30,Water Bottle,Sports,3,46.55,0,139.65,0
2025-09-12,1096,36,Iris Park,Champion,Organic,15,Smart Plug,Electronics,1,110.18,15,93.65,0
2025-09-12,1097,50,Drew Brooks,Champion,Email,21,Storage Bin,Home,1,28.6,0,28.6,0
2025-09-12,1098,56,Taylor Carter,New,Email,27,Hand Cream,Beauty,3,18.43,0,55.29,0
2025-09-12,1099,69,Taylor Yamada,Loyal,Email,4,Joggers,Apparel,3,42.18,0,126.54,0
2025-09-12,1100,104,Tessa Diaz,Regular,Email,3,Denim Jacket,Apparel,3,65.95,0,197.85,0
2025-09-12,1100,104,Tessa Diaz,Regular,Email,38,Board Game,Toys,1,37.99,0,37.99,0
2025-09-12,1101,116,Wren Mendez,Champion,Email,4,Joggers,Apparel,1,42.18,0,42.18,0
2025-09-12,1102,184,Kai Ahmed,Champion,Organic,9,Wireless Earbuds,Electronics,3,94.29,0,282.87,0
2025-09-12,1103,207,Quinn Patel,At-Risk,Paid Search,3,Denim Jacket,Apparel,1,65.95,10,59.36,0
2025-09-12,1104,224,Mateo Kowalski,At-Risk,Paid Search,25,Sheet Mask,Beauty,1,8.59,25,6.44,0
2025-09-12,1105,226,Leo Petrov,Champion,Organic,17,Ceramic Mug,Home,3,54.95,0,164.85,1
2025-09-12,1106,238,Avery Reyes,Champion,Referral,18,LED Lamp,Home,2,50.85,25,76.28,0
2025-09-12,1107,295,Priya Diaz,Champion,Paid Search,29,Yoga Mat,Sports,1,24.63,5,23.4,0
2025-09-12,1107,295,Priya Diaz,Champion,Paid Search,5,Socks 3-Pack,Apparel,1,65.81,10,59.23,0
2025-09-12,1108,369,Drew Park,New,Paid Search,25,Sheet Mask,Beauty,1,8.59,0,8.59,0
2025-09-12,1109,471,Ivy Fischer,Champion,Email,10,USB-C Cable,Electronics,1,117.18,0,117.18,0
2025-09-12,1109,471,Ivy Fischer,Champion,Email,6,Beanie,Apparel,3,30.7,5,87.49,0
2025-09-12,1109,471,Ivy Fischer,Champion,Email,16,Throw Pillow,Home,2,19.11,0,38.22,0
2025-09-12,1109,471,Ivy Fischer,Champion,Email,22,Scented Candle,Home,3,18.98,10,51.25,0
2025-09-12,1110,484,Owen Walsh,New,Organic,32,Foam Roller,Sports,2,65.98,0,131.96,0
2025-09-12,1111,492,Drew Petrov,Champion,Social,10,USB-C Cable,Electronics,2,117.18,0,234.36,0
2025-09-12,1112,563,Taylor Reid,New,Paid Search,13,Webcam,Electronics,1,64,0,64,0
2025-09-12,1113,567,Avery Bauer,Loyal,Organic,7,Rain Shell,Apparel,1,23.29,0,23.29,0
2025-09-12,1114,644,Avery Osei,Loyal,Paid Search,1,Crew Tee,Apparel,3,53.87,5,153.53,0
2025-09-12,1115,657,Maya Osei,Loyal,Direct,14,Power Bank,Electronics,1,64.37,10,57.93,0
2025-09-12,1115,657,Maya Osei,Loyal,Direct,23,Vitamin C Serum,Beauty,1,32.33,5,30.71,0
2025-09-12,1115,657,Maya Osei,Loyal,Direct,10,USB-C Cable,Electronics,1,117.18,5,111.32,0
2025-09-12,1115,657,Maya Osei,Loyal,Direct,37,Plush Bear,Toys,2,15.95,0,31.9,0
2025-09-12,1116,705,Jamie Park,Champion,Paid Search,15,Smart Plug,Electronics,1,110.18,20,88.14,0
2025-09-12,1116,705,Jamie Park,Champion,Paid Search,1,Crew Tee,Apparel,1,53.87,20,43.1,0
2025-09-12,1116,705,Jamie Park,Champion,Paid Search,2,Hoodie,Apparel,1,19.91,10,17.92,0
2025-09-12,1117,764,Jordan Flynn,Loyal,Referral,11,Phone Case,Electronics,1,22.01,10,19.81,0
2025-09-12,1118,793,Hugo Osei,Champion,Social,32,Foam Roller,Sports,2,65.98,20,105.57,0
2025-09-12,1118,793,Hugo Osei,Champion,Social,23,Vitamin C Serum,Beauty,3,32.33,10,87.29,0
2025-09-12,1118,793,Hugo Osei,Champion,Social,11,Phone Case,Electronics,1,22.01,10,19.81,0
2025-09-12,1119,817,Jordan Carter,Loyal,Referral,29,Yoga Mat,Sports,1,24.63,0,24.63,0
2025-09-12,1120,819,Nora Mendez,Champion,Paid Search,8,Chino Pants,Apparel,2,64.72,10,116.5,0
2025-09-12,1120,819,Nora Mendez,Champion,Paid Search,3,Denim Jacket,Apparel,1,65.95,10,59.36,0
2025-09-12,1121,937,Avery Romano,Loyal,Social,7,Rain Shell,Apparel,1,23.29,0,23.29,0
2025-09-12,1121,937,Avery Romano,Loyal,Social,29,Yoga Mat,Sports,1,24.63,10,22.17,0
2025-09-12,1122,940,Avery Flynn,Loyal,Direct,40,Art Kit,Toys,1,53.64,0,53.64,0
2025-09-12,1123,963,Cole Tan,New,Paid Search,35,Building Blocks,Toys,3,32.84,20,78.82,0
2025-09-12,1123,963,Cole Tan,New,Paid Search,3,Denim Jacket,Apparel,3,65.95,10,178.07,0
2025-09-12,1124,970,Avery Diaz,Regular,Paid Search,40,Art Kit,Toys,1,53.64,0,53.64,0
2025-09-12,1125,979,Wren Brooks,At-Risk,Organic,19,Cutting Board,Home,1,53.71,25,40.28,1
2025-09-12,1125,979,Wren Brooks,At-Risk,Organic,27,Hand Cream,Beauty,1,18.43,20,14.74,0
2025-09-13,1126,42,Cole Reyes,Champion,Email,14,Power Bank,Electronics,1,64.37,0,64.37,0
2025-09-13,1127,116,Wren Mendez,Champion,Email,24,Lip Balm,Beauty,3,36.1,20,86.64,0
2025-09-13,1127,116,Wren Mendez,Champion,Email,35,Building Blocks,Toys,1,32.84,20,26.27,0
2025-09-13,1128,124,Ezra Kowalski,Champion,Social,32,Foam Roller,Sports,1,65.98,5,62.68,0
2025-09-13,1128,124,Ezra Kowalski,Champion,Social,33,Jump Rope,Sports,2,33.41,10,60.14,0
2025-09-13,1129,160,Hugo Brooks,Loyal,Paid Search,5,Socks 3-Pack,Apparel,1,65.81,0,65.81,0
2025-09-13,1129,160,Hugo Brooks,Loyal,Paid Search,6,Beanie,Apparel,1,30.7,0,30.7,0
2025-09-13,1129,160,Hugo Brooks,Loyal,Paid Search,18,LED Lamp,Home,2,50.85,10,91.53,0
2025-09-13,1130,172,Morgan Okafor,Loyal,Direct,39,RC Car,Toys,2,33.63,10,60.53,0
2025-09-13,1131,234,Kai Walsh,Loyal,Paid Search,12,Bluetooth Speaker,Electronics,1,98.02,0,98.02,0
2025-09-13,1131,234,Kai Walsh,Loyal,Paid Search,5,Socks 3-Pack,Apparel,1,65.81,0,65.81,0
2025-09-13,1131,234,Kai Walsh,Loyal,Paid Search,35,Building Blocks,Toys,1,32.84,0,32.84,0
2025-09-13,1132,274,Drew Flynn,Loyal,Email,30,Water Bottle,Sports,2,46.55,0,93.1,0
2025-09-13,1132,274,Drew Flynn,Loyal,Email,6,Beanie,Apparel,2,30.7,0,61.4,0
2025-09-13,1133,309,Leo Cohen,Loyal,Organic,18,LED Lamp,Home,1,50.85,0,50.85,0
2025-09-13,1134,352,Casey Patel,Regular,Direct,23,Vitamin C Serum,Beauty,1,32.33,0,32.33,0
2025-09-13,1135,376,Ivy Bauer,Loyal,Paid Search,21,Storage Bin,Home,2,28.6,0,57.2,0
2025-09-13,1136,381,Kai Reid,Regular,Email,22,Scented Candle,Home,1,18.98,0,18.98,0
2025-09-13,1137,386,Rowan Mendez,Loyal,Referral,16,Throw Pillow,Home,1,19.11,5,18.15,0
2025-09-13,1138,428,Quinn Diaz,Champion,Paid Search,28,SPF 50 Lotion,Beauty,1,34.44,5,32.72,0
2025-09-13,1139,458,Drew Brooks,New,Email,27,Hand Cream,Beauty,2,18.43,0,36.86,1
2025-09-13,1139,458,Drew Brooks,New,Email,36,Puzzle 500pc,Toys,3,44.86,0,134.58,0
